Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion,compound,pos_score,neg_score,neu_score,Tipo_Sentimiento
"Cristiano Rinaldos preference for Water over Coca Cola has actually created quite a buzz in marketing industry This is called Moment Marketing Here are some more deets for the same
momentmarketing cocacola zomato ronaldococacola Ronaldo dunzo Ubereats amul India ",Vishal Mehrotra,Iamvmofficial,Thu Jun 24 12:54:39 +0000 2021,0,0,India,0.25,0.05,0.0,0.95,POSITIVO
PS Slaying Demons Bad Memory Follow your favourite Raccoon  DemonSouls  twitch NextGen MarioGolfWithEveryone cocacola IamUnproductive Team,RaccoonCloud,cloud_raccoon,Thu Jun 24 12:52:51 +0000 2021,0,1,United Kingdom,-0.6876,0.0,0.226,0.774,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Weltraum Rob,weltraum_rob,Thu Jun 24 12:50:20 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
Our specials for this week are the perfect for a CanadaDay  long weekend Get deals on Capless Rib Steaks for BBQ ing CocaCola soft drinks Spring Water and Chapman’s premium icecream Check our eFlyer for these deals and more here  SummerVibes ,Highland Farms,HighlandFarmsON,Thu Jun 24 12:47:24 +0000 2021,0,0,"Mississauga, Ontario",0.5719,0.081,0.0,0.919,POSITIVO
" Gibson COCACOLA Bottle Handle Silverware Flatware Stainless Set of  Pcs Coke  eBay cocacola 
",Kendall Kessler,Towheehillart,Thu Jun 24 12:46:25 +0000 2021,0,2,Radford Virginia,0.0,0.0,0.0,1.0,NEUTRO
alirizvi Water taste better anyways CocaCola ,tana,lynshrdn,Thu Jun 24 12:45:59 +0000 2021,0,3,54200,0.4404,0.293,0.0,0.707,POSITIVO
"ulaunch Ronaldo – Coca Cola Issue – The Big Picture  via  
CocaCola Ronaldo ronaldococacola 
Clima…",Andrea,Eco1stArt,Thu Jun 24 12:45:32 +0000 2021,0,1,USA,0.0,0.0,0.0,1.0,NEUTRO
"Ronaldo – Coca Cola Issue – The Big Picture  via  
CocaCola Ronaldo ronaldococacola 
ClimateAction",ulaunch,_ulaunch,Thu Jun 24 12:43:42 +0000 2021,2,1,,0.0,0.0,0.0,1.0,NEUTRO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again , पावनी रघुवंशी( MSD  ),bili_07,Thu Jun 24 12:41:33 +0000 2021,0,20,"Himachal Pradesh, India",-0.296,0.0,0.104,0.896,NEGATIVO
Dream Fanbases are full of faggots and retards CocaCola,Arlo,Arlo_6,Thu Jun 24 12:38:04 +0000 2021,0,0,,-0.4939,0.152,0.318,0.53,NEGATIVO
CocaCola Vintage Advertisement From The October  National Geographic  The Pause That Refreshes  via  CocaCola vintageadvertisement noplacelikevintage shopvintage supportsmallbusiness,NoPlaceLikeVintage,Lindacarleen,Thu Jun 24 12:35:32 +0000 2021,0,0,"Minneapolis, MN",0.0,0.0,0.0,1.0,NEUTRO
" Gibson COCACOLA Bottle Handle Silverware Flatware Stainless Set of  Pcs Coke  eBay cocacola 
",Carmen Stanescu,CarmenStanescu2,Thu Jun 24 12:34:16 +0000 2021,0,2,"Braila, Romania",0.0,0.0,0.0,1.0,NEUTRO
"Gibson COCACOLA Bottle Handle Silverware Flatware Stainless Set of  Pcs Coke  eBay cocacola 
 ",Darryl Smith,SmittyD9199,Thu Jun 24 12:32:47 +0000 2021,2,2,"Buffalo, NY",0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,w.y.back,gabedreaming,Thu Jun 24 12:29:18 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
" BOYCOTT US PRODUCT PAKISTAN 
Cocacola USProducts Boycottusproducts
Palestine likes like follow likeforlikes insta…",Anum Fayyaz,anumfayazz,Thu Jun 24 12:28:57 +0000 2021,0,6,,-0.4648,0.0,0.178,0.822,NEGATIVO
 Check out Vtg  Coca Cola Serving Tray Flapper Girl  Coke Advertisement  x    via …,Kendall Kessler,Towheehillart,Thu Jun 24 12:26:55 +0000 2021,0,16,Radford Virginia,0.0,0.0,0.0,1.0,NEUTRO
 This is why corporations hate uncensord social mediaRonaldos gesture against CocaCola in a press conference cost Coca…,yank,yank53444963,Thu Jun 24 12:24:31 +0000 2021,0,26,,-0.5719,0.0,0.171,0.829,NEGATIVO
PracticeYourChinese Hello in Chinese is Ni Hao pronounced kneeHOW It means HOW would you like me to bend my KNEE before you USA China JohnCena NBA Apple CocaCola JoeBiden Nike Starbucks BringBackTrump ,Ron Koenig,RonRonkmfa,Thu Jun 24 12:19:44 +0000 2021,0,0,"North Ridgeville, OH",0.4199,0.08,0.0,0.92,POSITIVO
Liviana Moretti likes Saturday night CocaCola EstrellaDamm microsoft Apple   ,Brandkloud,Brandkloud,Thu Jun 24 12:10:03 +0000 2021,0,0,Celbridge Co. Kildare,0.4753,0.236,0.0,0.764,POSITIVO
 Ronaldos CocaCola incident sparked a MomentMarketing for brands Ronaldo CristianoRonaldo CocaCola Trending Tre…,JFSebastian146,JFSebastian146,Thu Jun 24 12:07:49 +0000 2021,0,2,,0.0,0.0,0.0,1.0,NEUTRO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …",monoj malakar,Lktm14,Thu Jun 24 12:05:01 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
 Ronaldos CocaCola incident sparked a MomentMarketing for brands Ronaldo CristianoRonaldo CocaCola Trending Tre…,Shubham Kanwar ,shubhamkanwar97,Thu Jun 24 12:01:42 +0000 2021,0,2,India,0.0,0.0,0.0,1.0,NEUTRO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Dean MF Jones,dankstinger,Thu Jun 24 12:00:21 +0000 2021,0,20,India,-0.296,0.0,0.104,0.896,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Marzena,Marzena23296367,Thu Jun 24 12:00:10 +0000 2021,0,70,"Nowy Targ, Polska",-0.0516,0.118,0.127,0.755,NEGATIVO
Ronaldos CocaCola incident sparked a MomentMarketing for brands Ronaldo CristianoRonaldo CocaCola Trending TrendingNow TrendingNews MarketingAndAdvertising FeelItReelIt SocialMedia SocialMediaMarketing DigitalMarketing BrandingKiyaKya brandingchef  advertising ,Branding Chef,BrandingChef,Thu Jun 24 11:59:39 +0000 2021,1,2,"New Delhi, India",0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Virendra Pratap,Virendr21649385,Thu Jun 24 11:57:45 +0000 2021,0,70,"Uttar Pradesh, India",-0.0516,0.118,0.127,0.755,NEGATIVO
"Ronaldos Bottlegate shows beverage brands under the influence of top stars CocaCola CocaColaRonaldo 
  via ",Stavros Papagianneas,StPapagianneas,Thu Jun 24 11:57:40 +0000 2021,0,0,Brussels,0.2023,0.107,0.0,0.893,POSITIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Danny Biegel,Danny_Biegel,Thu Jun 24 11:54:55 +0000 2021,0,70,Belgium,-0.0516,0.118,0.127,0.755,NEGATIVO
"Helping Coke recover their  Billion
CristianoRonaldo
CR
CocaCola
crvsCocaCola ",Crazzy Azzy,crazzy_azzy,Thu Jun 24 11:52:13 +0000 2021,1,0,Bangalore,0.296,0.18,0.0,0.82,POSITIVO
" BOYCOTT US PRODUCT PAKISTAN 
Cocacola USProducts Boycottusproducts
Palestine likes like follow likeforlikes insta…",Labaik Ghazwa e Hind,sr351237,Thu Jun 24 11:48:31 +0000 2021,0,6,,-0.4648,0.0,0.178,0.822,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Eleanor Dunn,Eleanor_Dunn90,Thu Jun 24 11:47:17 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
RonMexico  decay diabetes ️ disease obesity liver issues osteoporosis CocaCola SodaKills ,Punk  Media,PunkCatMedia,Thu Jun 24 11:47:06 +0000 2021,1,0,"Tampa, FL",-0.4019,0.0,0.197,0.803,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Master Mahesh Negi,MasterMaheshNe1,Thu Jun 24 11:46:06 +0000 2021,0,70,All over the world,-0.0516,0.118,0.127,0.755,NEGATIVO
" Time to settle this debate️Like for CocaCola 
Retweet for Water ",Mohsin Ali,MohsinA68817835,Thu Jun 24 11:45:18 +0000 2021,0,11,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,One4All - (+$10 XRP),14All15,Thu Jun 24 11:43:13 +0000 2021,0,70,"Manchester, England",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Tchitchouane,Tchitchouane1,Thu Jun 24 11:40:50 +0000 2021,0,70,Algérie,-0.0516,0.118,0.127,0.755,NEGATIVO
cocacola coke whoknew grandparents walking walking walking humor   Share A Coke ,Carolyn Prante,cprante,Thu Jun 24 11:36:49 +0000 2021,0,0,,0.296,0.18,0.0,0.82,POSITIVO
Cristiano Ronaldos Snub amp Its impact on Brand CocaCola Watch the video on our YouTube channel for the possible thoughts of the topic and how as a marketer you should react cristiano ronaldo cocacola branding marketing pimsquare academy digitalmarketing ,Pi-MSquare Academy,pimsquaracademy,Thu Jun 24 11:35:25 +0000 2021,2,0,Hyderabad,-0.4215,0.0,0.069,0.931,NEGATIVO
" elon musk   I can move the market with one tweet
Ronaldo Hold my water bottleCocaCola 
Ronaldo",Saroj Gupta,SarojGu47030215,Thu Jun 24 11:32:42 +0000 2021,0,359,"Bihar, India",0.0,0.0,0.0,1.0,NEUTRO
Spain boss Luis Enrique disagrees with Gareth Southgate with damning CocaCola remarkfootballseason sports nike juventus love manutd messi bale neymar spurs  football london chelsea sport PremierLeague mancity soccer realmadrid ,Football Reporting,FootballReportg,Thu Jun 24 11:29:31 +0000 2021,0,0,,-0.5719,0.0,0.139,0.861,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Bhuwantastic,Bhuwantastic,Thu Jun 24 11:24:16 +0000 2021,0,20,find me in comments,-0.296,0.0,0.104,0.896,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Ranjita Regm,RanjitaRegm,Thu Jun 24 11:21:24 +0000 2021,0,70,"Baneshwor, Kathmandu ",-0.0516,0.118,0.127,0.755,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Aku ,Akriti_01,Thu Jun 24 11:20:04 +0000 2021,0,20,,-0.296,0.0,0.104,0.896,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Kibso Raphael,KibsoR,Thu Jun 24 11:16:25 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Luna C,_Luna__C,Thu Jun 24 11:16:20 +0000 2021,0,70,The same place as yesterday,-0.0516,0.118,0.127,0.755,NEGATIVO
alirizvi Water taste better anyways CocaCola ,ɥɐʎʎɐɯns,UmmCakey,Thu Jun 24 11:11:34 +0000 2021,0,3,,0.4404,0.293,0.0,0.707,POSITIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Omar Farooq,Omar_farrooq,Thu Jun 24 11:08:13 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,  | سخي داوود,sheikh__khalifa,Thu Jun 24 11:08:00 +0000 2021,0,70,Tamil Nadu,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Dystopian Future? FBPE,simoncattell,Thu Jun 24 11:07:45 +0000 2021,0,70,Citizen of nowhere ,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,BeJi,BeJansa,Thu Jun 24 11:07:34 +0000 2021,0,70,"Sweden, Planet Earth",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Muhammad Hamza Haseeb,Muhamma04397766,Thu Jun 24 11:04:04 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Marathon of Light,MarathonOfLight,Thu Jun 24 10:57:31 +0000 2021,0,70,Our Beautiful World!,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,ColMarie17 BSc,ColMarie17,Thu Jun 24 10:56:59 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Dont you just hate it when people who actually know what the f they are talking about inject a dose of reality into o…,Don Patricio O'Connell FILM,DonPatricioFILM,Thu Jun 24 10:56:30 +0000 2021,0,1,,0.4585,0.115,0.0,0.885,POSITIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,LeatherSnipeBob,bob_snipe,Thu Jun 24 10:54:15 +0000 2021,0,70,"Ohio, USA",-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Muhammad Faraz,Muhamma80517764,Thu Jun 24 10:52:41 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Sergio Rodriguez,SergioYUL,Thu Jun 24 10:52:11 +0000 2021,0,70,Montreal,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Maxime Bréhin,mbrehin,Thu Jun 24 10:52:06 +0000 2021,0,70,Soisy-sous-Montmorency,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…, राजेश कुमार (हिंदुत्व का मर्म),rajeshk234178,Thu Jun 24 10:44:25 +0000 2021,0,70,"Jharkhand, India",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Klavins-Bridge,BridgeKlavins,Thu Jun 24 10:42:34 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,russ StayAlertToToryBullshit 3.5%,russ13978309,Thu Jun 24 10:40:05 +0000 2021,0,70,"East, England",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Robin dos Bosques / Robinwood,RobindosBosque2,Thu Jun 24 10:35:59 +0000 2021,0,70,Portugal,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,European Jedi,pusztaijanos279,Thu Jun 24 10:35:48 +0000 2021,0,70,Europe 🇪🇺,-0.0516,0.118,0.127,0.755,NEGATIVO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …", Suvarna Pathak,pathaksuvarna_5,Thu Jun 24 10:35:18 +0000 2021,0,17,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",saif,saifullaahh7,Thu Jun 24 10:34:15 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Kren Solar,SolarKren,Thu Jun 24 10:33:29 +0000 2021,0,70,Ciudad Autónoma de Buenos Aires,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Mouette de l'ouest,Mouettedelouest,Thu Jun 24 10:32:32 +0000 2021,0,70,"Finistère, Europe !",-0.0516,0.118,0.127,0.755,NEGATIVO
mehfooz CocaCola suffered a loss of  billion after very famous footballer  Cristiano Ronaldo️ removed two soft drink bottles…,Qamaruzzaman Sharar,LastQamar,Thu Jun 24 10:25:00 +0000 2021,0,2,مظفر نگر انڈیاMuzaffarnagar,-0.6705,0.0,0.244,0.756,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,khursed ansari خورشید انصاری,im_khursed,Thu Jun 24 10:24:21 +0000 2021,0,70,Birgunj Nepal,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,anna,anna02491155,Thu Jun 24 10:21:56 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Choti Pukar,ChotiPukar,Thu Jun 24 10:21:01 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,The Tartan Fox,The_Tartan_Fox,Thu Jun 24 10:19:55 +0000 2021,0,70,"Indiana, USA",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Luis Montero Flores,chicholmf,Thu Jun 24 10:19:09 +0000 2021,0,70,"Piura, Peru",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Bailey21,Bailey285133190,Thu Jun 24 10:18:34 +0000 2021,0,70,Up💩Creek without a Paddle ,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Gaia12,Gaia12Info,Thu Jun 24 10:14:16 +0000 2021,0,70,Amsterdam.,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,rk,RK_chennai,Thu Jun 24 10:14:10 +0000 2021,0,70,"Chennai, Tamil Nadu",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Swamp Fox,Millernote,Thu Jun 24 10:13:32 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
Junk food TV adverts to be banned before pm justeat cocacola ,christopher chorizo,chrischorizo,Thu Jun 24 10:10:00 +0000 2021,0,0,Uk,-0.4588,0.0,0.214,0.786,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Fasiha Mazhar,FasihaMazhar,Thu Jun 24 10:08:41 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Ahmet Albayrak,Aramzede,Thu Jun 24 10:05:33 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,LilySchertzer,LilyBirk,Thu Jun 24 10:05:26 +0000 2021,0,70,"Illinois, USA",-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Rana Zain,RanaZainop,Thu Jun 24 10:04:17 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 CocaCola has come under fire online as its new personalised label tool allows Israel Nazis but not Palestine or…,hebasweetheart,hebasweetheart7,Thu Jun 24 10:00:02 +0000 2021,0,20,,-0.1779,0.0,0.078,0.922,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Tiranga times,TimesTiranga,Thu Jun 24 09:59:30 +0000 2021,0,70,India,-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Nouman Abdullah,Nouman1bdullah,Thu Jun 24 09:57:32 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Stephen Schwab,schwabs52,Thu Jun 24 09:57:12 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Nasar Khan,NasarKh76473121,Thu Jun 24 09:56:39 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
Im the only one missing the glasses that Mc Donalds gave to Euro Cup every timeWhy theres no glasses for Euro  EURO McDonalds CocaCola,Luca Rossi,_RossiLuca_,Thu Jun 24 09:53:26 +0000 2021,1,0,"Pordenone, Italy",-0.5803,0.0,0.166,0.834,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,run.woman,delarunwoman,Thu Jun 24 09:51:59 +0000 2021,0,70,"Toronto, Canada.",-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Anabiya Khan,Anabiya99950034,Thu Jun 24 09:51:53 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,FARZANA FARUK JHUMU,FarzanaJhumu,Thu Jun 24 09:51:27 +0000 2021,0,70,Bangladesh🇧🇩,-0.0516,0.118,0.127,0.755,NEGATIVO
"studio Click Link To Watch Now 
️
Footballer CristianoRonaldo  Goal CocaCola Out  UefaEuro Ft …","Just an account, go somewhere else",an_else,Thu Jun 24 09:51:19 +0000 2021,0,17,Nowhere,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Waheed Ullah,WaheedU42536171,Thu Jun 24 09:49:13 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Rahul Saraswat ,rahulsaraswat77,Thu Jun 24 09:48:45 +0000 2021,0,70,"Jaipur, India",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Morabeets,morrisd3_dm,Thu Jun 24 09:48:37 +0000 2021,0,70,SFFS,-0.0516,0.118,0.127,0.755,NEGATIVO
 Excuse me Doug E Fresh  EssenceFest throwback with  WATCH the   Festival of Culture “…,Mella,BorgesMelie,Thu Jun 24 09:47:59 +0000 2021,0,2,,0.7003,0.298,0.0,0.702,POSITIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Eugen Brochier (former Def-Izit),def_izit,Thu Jun 24 09:47:50 +0000 2021,0,70,VIE - AT,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Rajeev Kumar Sharma,RajeevK20632147,Thu Jun 24 09:47:10 +0000 2021,0,70,"बुलंदशहर, भारत",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Sara Sanchez,sara_s_2020,Thu Jun 24 09:47:04 +0000 2021,0,70,"Bristol, England",-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Yasin Fraser,FraserYasin,Thu Jun 24 09:46:49 +0000 2021,0,70,The whole world is my home,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Baker Street Herald  100% Pfizer Vaccinated,bakerstherald,Thu Jun 24 09:46:11 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Prince Sahil,PSahil0308,Thu Jun 24 09:46:09 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Malik Usama,MalikUs76235451,Thu Jun 24 09:45:39 +0000 2021,0,22,BWN,0.0,0.0,0.0,1.0,NEUTRO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,bridie mcallister,bonnybabe01,Thu Jun 24 09:45:26 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,Brujas4DayaneMello,Brujas4Dayane,Thu Jun 24 09:44:49 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
 Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these co…,June Jasmine ,June26Jasmine,Thu Jun 24 09:44:42 +0000 2021,0,70,,-0.0516,0.118,0.127,0.755,NEGATIVO
"Massive consumer goods companies like CocaCola nestle and Pepsi must reject unnecessary throwaway plastics these companies must embrace a green and just future by investing in reusable systems that keep public health at their core
Tiredearth 
",Rebecca Herbert,RebeccaH2030,Thu Jun 24 09:44:03 +0000 2021,141,70,Global,0.2732,0.119,0.067,0.815,POSITIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Til wali Kanyaa,UPkiKanyaaa,Thu Jun 24 09:42:59 +0000 2021,0,20,baap ji ke ghr m☁ ,-0.296,0.0,0.104,0.896,NEGATIVO
   at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Exp…,Mella,BorgesMelie,Thu Jun 24 09:40:34 +0000 2021,0,7,,0.3612,0.116,0.0,0.884,POSITIVO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",زاکر اللہ,mi1XuR2vIYLrwQy,Thu Jun 24 09:40:31 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Rida,Rida29062864,Thu Jun 24 09:40:31 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",It's Hafiz,ItsHafiz4,Thu Jun 24 09:40:22 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",رافع ملک,Rafay_Malik036,Thu Jun 24 09:40:20 +0000 2021,0,22,Pakistan punjab rawalpindi,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Zeeshan Khalid,ethen78677,Thu Jun 24 09:40:07 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",Laiba Yousaf,LaibaYousaf17,Thu Jun 24 09:39:35 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
" junefaizabadprotest
CocaCola Are coming for lahore protester this is come from  ",wahaj,AnusButt786,Thu Jun 24 09:39:26 +0000 2021,0,22,,0.0,0.0,0.0,1.0,NEUTRO
