Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Murali Krishna,MuraliK34647573,Thu Jun 24 09:13:06 +0000 2021,0,17,
"@CocaCola @CocaColaCo @CocaCola_Ind 
after #Ronaldo promoted drinking water, the company can mend their business strategies and should launch ""Coke Spring Water"" in global market.
#CocaCola #WaterIsLife",Abhinav Hingaa,abhinavhingaa,Thu Jun 24 09:11:39 +0000 2021,0,0,"Varanasi, India"
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",shawar khan🇮🇳,shawark12693099,Thu Jun 24 09:04:15 +0000 2021,0,17,bhopal India 🇮🇳 
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Kunal,kunal3108,Thu Jun 24 09:04:07 +0000 2021,0,17,"New Delhi, India"
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Rajput Ashok,RajputA09576273,Thu Jun 24 09:03:40 +0000 2021,0,17,RAJPUTANA
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Rukut papon,RukutH,Thu Jun 24 09:03:27 +0000 2021,0,17,gauhati 
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",shubham,shubham03706682,Thu Jun 24 09:03:10 +0000 2021,0,17,
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Tigerian Navin,tigerian_navin,Thu Jun 24 09:03:09 +0000 2021,0,17,
"Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #Bollywood #Reaction With #MEMES https://t.co/SE5eZDdRmC",KME STUDIO,kme_studio,Thu Jun 24 09:02:18 +0000 2021,226,17,"Mumbai,Maharashtra"
"Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8p8T7b via @Etsy

#FreeShipping On All Items Store Wide

#Coke #CocaCola #CokeCollector #CokeCollection #CocaColaCollector #CocaColaCollection #bottleopener #beltbuckle",KnotSimpleBoutique,KnotSimple,Thu Jun 24 09:00:01 +0000 2021,0,1,"Raleigh, NC"
"RT @3GemResearch: What was your view?
#research #surveydata #news #opinions #Haveyoursay #debate #newresearch #thenationspeaks #CocaCola #w…",waterbot,waterbot_h2o,Thu Jun 24 08:54:36 +0000 2021,0,1,
"What was your view?
#research #surveydata #news #opinions #Haveyoursay #debate #newresearch #thenationspeaks #CocaCola #water #ronaldococacola #Ronaldo #3gem https://t.co/GrAEIZOCxD",3Gem Research & Insights,3GemResearch,Thu Jun 24 08:43:28 +0000 2021,0,1,"London, England"
RT @nhlanhlakhoza1: @Mwawasi__ @robertmarawa @702now I've been a fan since soccerzone times #cocacola flair of the week..,Holofelang_32699,Holofelang3,Thu Jun 24 08:36:38 +0000 2021,0,2,"Johannesburg, South Africa"
"RT @kumarbinay_07: Elon : My one tweet can change crypto market

Ronaldo : Hold my water
#CocaCola #CristianoRonaldo https://t.co/aAX4N2w6Vu",Najaf Rai🇵🇰🇹🇷🇦🇿🇲🇾🇨🇳🇸🇩🇯🇴🇸🇾,NajafRai1,Thu Jun 24 08:31:32 +0000 2021,0,11,پاکستان
RT @NayonSorkarBD: The gesture of #ChristianoRonaldo  putting the Coca-Cola bottles aside caused a brutal 1.6% drop for the company on the…,stuart mabbutt,stuartmabbutt,Thu Jun 24 08:31:10 +0000 2021,0,13,United Kingdom
So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #cocacola #tommyhilfiger #burberry: https://t.co/5ZFrH6S8eY https://t.co/u5LvRIDFXR,Styleblogg,Styleblogg2,Thu Jun 24 08:28:27 +0000 2021,0,0,London 
RT @nhlanhlakhoza1: @Mwawasi__ @robertmarawa @702now I've been a fan since soccerzone times #cocacola flair of the week..,robertmarawa,robertmarawa,Thu Jun 24 08:27:22 +0000 2021,0,2,Marawa Sports Worldwide
@Mwawasi__ @robertmarawa @702now I've been a fan since soccerzone times #cocacola flair of the week..,BlackPower89,nhlanhlakhoza1,Thu Jun 24 08:26:50 +0000 2021,4,2,"Durban, South Africa"
Did Ronaldo damage Coke’s brand? https://t.co/P7DxqUEkUT @MarketingWeekEd @markritson @CocaColaCo @Cristiano #marcom #advertising #marketing #adland #communicatie #reclame #marketers #CocaColaRonaldo #CocaCola #Publicidad #Opinion,Van Santen Netwerk,vsnamsterdam,Thu Jun 24 08:26:35 +0000 2021,0,0,The Netherlands
RT @NayonSorkarBD: The gesture of #ChristianoRonaldo  putting the Coca-Cola bottles aside caused a brutal 1.6% drop for the company on the…,Stuart Mabbutt,WildlifeSM,Thu Jun 24 08:26:12 +0000 2021,0,13,United Kingdom
"In this week's #CoverStory, @Xtina_IMPACT examines whether sponsors need to re-evaluate product placements at big-ticket events after recent incidents of football stars snubbing #CocaCola and #Heineken publicly at #Euro2020 #IMPACTmagazine

Read it here: https://t.co/K9ngDYG7Gl https://t.co/FPtB5zdHmR",Impact Magazine,IMPACT_onnet,Thu Jun 24 08:20:36 +0000 2021,0,0,Mumbai
"RT @YellowchalkUIUX: Elon - My tweets can move the market. 
Ronaldo - Say what now? 

Ronaldo makes the rules, and $4 billion follow. 😋

#r…",Funny Quotes-Bot,QuotesBot1,Thu Jun 24 08:11:54 +0000 2021,0,1,Libya
"Elon - My tweets can move the market. 
Ronaldo - Say what now? 

Ronaldo makes the rules, and $4 billion follow. 😋

#ronaldo #cocacola #funny #ronaldococacola #funny #laughter #ui #ux #design https://t.co/Z8bQHN1MlE",Yellowchalk Design,YellowchalkUIUX,Thu Jun 24 08:06:08 +0000 2021,1,1,"Bengaluru, India"
RT @PeterSm23107251: 'Drink water': #CristianoRonaldo removes Coca Cola bottles during the press conference; video goes viral - WATCH this:…,Peter Smith,PeterSm23107251,Thu Jun 24 08:05:30 +0000 2021,0,1,USA
"#Ronaldo agrees? What about you? 🙌
#trending #ronaldo #ronaldomemes #cocacola #euro2020 #contentmarketing #gigs #gigwork #gigger #startup #opportunity #internship #parttimejobs #awigngigs #awign #growwithawign https://t.co/QaRz8578T5",Awign,in_awign,Thu Jun 24 08:04:31 +0000 2021,1,0,Bangalore
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",G u r प्री त 🍷 || indianyuvak Stan 🔥❤️ ||,DareToSarcasm,Thu Jun 24 08:04:19 +0000 2021,0,20,Jaan Kar Kya Ukhaad Loge 🤔
"RT @wovtweets: Least I could do 😃
#cocacola #varanasi #varanasiindia #varanasifood #FoodBlogger
#instadaily #drinks 
@cocacola @cocacolaind…",Smriti Anand Singh,SmritiSingh01,Thu Jun 24 08:03:13 +0000 2021,0,1,
"RT @durgesh_agarwal: If your diet soda has zero calories, zero sugar and zero fat, what the hell are you drinking?
#vain #CocaCola #PEPSI #…",dharamik,dharamik3,Thu Jun 24 08:01:05 +0000 2021,0,1,
"#ronaldococacola #influencers #celebrities #brandambassadors #cocacola #christianoronaldo 
Much has been written on the Ronaldo press conference. A lot off analysis and a lot of memes too. Which brings me to the question I have. 
If you were to choose one…https://t.co/UIMAC1N1YY",himanshu patil,himanshupatil12,Thu Jun 24 07:59:01 +0000 2021,0,0,
"Drink Fresh &amp; Pure Water. 
Repair your RO today with TeqBiz Services..
🌐: https://t.co/eSXvOXrmnK
📱: 85911 97513

#freshwater #waterpurifier #waterfilter #RO #service #rorepairservices #filterchange #meme #cristianoronaldo #ronaldomemes #cocacola #ronaldo #momentmarketing #Meme https://t.co/Ni1YDedngw",TeqBiz,TeqBiz,Thu Jun 24 07:56:50 +0000 2021,1,0,"Navi Mumbai, India"
"Just don't drink coca cola son.

#CocaCola #CristianoRonaldo #Mbappe #EURO2020 https://t.co/KSi7YPruvH",Avinash Ayyappan,avinash220495,Thu Jun 24 07:52:24 +0000 2021,3,0,
"With Mom’s Care - No Leakage, No Stress.
.
.
.
.
.
.
.
.#ronaldococacola #CristianoRonaldo7️⃣ #Ronaldo #CristianoRonaldo #Ronaldogoal #ronaldomemes #ronaldomeme #CocaCola #cocacolazero #WeLoveModiJi #Kohli #cocacolalife #Captaincy #viralmemes #momscare #momsbestchoice https://t.co/or209fzZAs",Mom's Care,moms_care_india,Thu Jun 24 07:51:38 +0000 2021,1,0,"Rajkot, Gujarat"
"Least I could do 😃
#cocacola #varanasi #varanasiindia #varanasifood #FoodBlogger
#instadaily #drinks 
@cocacola @cocacolaindia https://t.co/rgRnLPX7Jb",Wanderers Of Varanasi,wovtweets,Thu Jun 24 07:50:28 +0000 2021,7,1,
"@JMurphyCocaCola @CocaColaCo @WorldofCocaCola @CocaCola @CocaCola_Br @WarrenBuffett @BeaperezBea @rivera_alfredo_ @jvmurphy @Cristiano @TomBrady @EURO2020 @giseleofficial Well, neither of these two things are surprising: “#CocaCola shares drop $5 billion after #CristianoRonaldo's gesture to drink water” and “#Coke's make-your-own label fail: 'W—— l—— m——-' is ok but '#BlackLivesMatter' isn't”",𝐏𝓢ⓒ,Rascoundrel,Thu Jun 24 07:47:14 +0000 2021,0,0,
"RT @JaffaryAiny: Uttar Pradesh most unsafe state for journalists.
93 journalists assaults in #UttarPradesh.

#BJP_Fears_SocialMedia ?? 

#w…",Ainy Jaffri,JaffaryAiny,Thu Jun 24 07:42:38 +0000 2021,0,1,Uttar Pradesh India.
"@samuelluckhurst @georgegalloway And of Course Won’t Endorse #CocaCola 🤮
Knows Masks &amp; Social Distancing Are BullShit
What a ❤️ Hero #christianoronaldo ⭐️⭐️⭐️⭐️⭐️
@Iromg @visitportugal @juventusfcen @marksross",Wake Up To Malaga 🇪🇸,WUTMSpain,Thu Jun 24 07:38:56 +0000 2021,1,1,MALAGA Spain🇪🇸
"RT @Pedro_merit: JUST IN
Foreign used 
2008 highlander 
Fullest option 
6.650
#Jada #TwitterBan #Ramos #CocaCola #WillSmith #Igbos #HalaMad…",CUPID AUTOS🚘💭,Pedro_merit,Thu Jun 24 07:38:52 +0000 2021,0,7,Bermuda triangle 
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Thirsty Rajasthani,Bisleri_maymer,Thu Jun 24 07:25:44 +0000 2021,0,20,
"Shortly after Ronaldo replaced #CocaCola bottles with a bottle of water live on camera, the corporation lost $4 Billion in stocks.",Rediffusion,RediffusionIN,Thu Jun 24 07:21:24 +0000 2021,0,0,"Mumbai, India"
"#Cristiano might not have made #CocaCola lose billions, but he sure has made millions of his fans around the world #conscious about their #beverage #choices and that's a very good thing!",resonant agency,resonantagency,Thu Jun 24 07:19:26 +0000 2021,1,0,Global 
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Mini Devgan,mini_dev27,Thu Jun 24 07:10:57 +0000 2021,0,20,
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",DORAEMON,Nobita_ka_baap,Thu Jun 24 07:06:45 +0000 2021,0,20,Red zone
"RT @ArchanaVivek2: #UttarPradesh is under threat in yogi govt

#OnePlusNordCE5G #YourFirstOnePlus #ArrestMohammedZubair #TwitterBanInIndia…",Arun Dixit Monu,ArunDixitMonu1,Thu Jun 24 06:54:16 +0000 2021,0,2,
"RT @socios: Time to settle this debate.

❤️Like for #CocaCola 
🔁Retweet for #Water https://t.co/MDJZHE7tLu",Omooo_°π°$👽👻,Im_Ohnos,Thu Jun 24 06:48:46 +0000 2021,0,2180,"Lagos, Nigeria"
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",PrinCe,Epic__Prince,Thu Jun 24 06:43:18 +0000 2021,0,20,Furfurinagar
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Baklol ninja,Picsart_wale,Thu Jun 24 06:40:45 +0000 2021,0,20,India
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",K A N C H I🔥,kanchihayaran,Thu Jun 24 06:33:44 +0000 2021,0,20,India
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",प्रशंसा🔪,bhakkk_lol,Thu Jun 24 06:33:27 +0000 2021,0,20,यू•पी•
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Foko,flyfokofly,Thu Jun 24 06:32:59 +0000 2021,0,20,Dhanbad Jharkhand 🏡
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Ashish,brb_memes7,Thu Jun 24 06:30:21 +0000 2021,0,20,
RT @rolandsmartin: #TBT Singer @vbozemanmusic onstage at 2016 #EssenceFest. The 2021 #EssenceFest of Culture “Live Loud” Virtual Experience…,Joseph Sams,josephsams,Thu Jun 24 06:29:55 +0000 2021,0,2,San Jose CA
Playing it safe #gatorade  #water and #CocaCola  all in one frame. Choose what is most healthy for you.  #viratkohli #christianoronaldo https://t.co/iKsZzMze3z,Mayur Lookhar,mayurlookhar,Thu Jun 24 06:29:00 +0000 2021,0,0,Mumbai
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Neeshantt🎭,thenishantrana,Thu Jun 24 06:28:33 +0000 2021,0,20,Wakanda 
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎,hiteshm09,Thu Jun 24 06:27:28 +0000 2021,0,20,
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Abhimanyuu🥀,sarcastic_kid_,Thu Jun 24 06:25:45 +0000 2021,0,20,Uttrakhand ⛰️💞
"Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh6Ws",Bhuwantastic,Bhuwantastic,Thu Jun 24 06:23:12 +0000 2021,43,20,find me in comments
"This is how a humble person tries to humiliate a beloved thing and And finally he will be humiliated himself!
#Ronaldo #ronaldococacola #CocaCola https://t.co/L5IVRNWM0V",🏴‍☠️کلنل,85isagoodnumber,Thu Jun 24 06:11:39 +0000 2021,4,0,Manhattan NY
#TBT Singer @vbozemanmusic onstage at 2016 #EssenceFest. The 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola is only days away &amp; you can watch is all live on https://t.co/8wj5CvYr5K June 25-27 and July 2-4. #Coke #BlackLove #blackexcellence #ad https://t.co/qxuJCDUsc8,rolandsmartin,rolandsmartin,Thu Jun 24 06:02:37 +0000 2021,6,2,"Washington, D.C."
"RT @itsfactastic: Cristiano Ronaldo removes Coca Cola
bottles and promotes drinking water.

Hours later, the brand faced
the loss of $4 BIL…",joseph,ImTheDaddy_Uk,Thu Jun 24 05:57:02 +0000 2021,0,242,"Sheffield, England"
So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #zelos #cocacola #jordan: https://t.co/PDNJWYxc79 https://t.co/e3tTvN8ukb,MilkoNunez,MilkoNunez,Thu Jun 24 05:31:13 +0000 2021,0,0,
"RT @kyakrogenaamka: This dialogue from the family man 2 made absolute sense 

#TwitterBanInIndia 
#CocaCola 
#YourFirstOnePlus https://t.co…",NickNikith,NickNikith,Thu Jun 24 05:15:17 +0000 2021,0,72,Mahabubnagar
"RT @khaleejtimes: India: Defunct #CocaCola plant in #Kerala to turn into 600-bed #Covid hospital 

Local residents including farmers contri…",☭Siraj☭,siraj2284,Thu Jun 24 05:08:11 +0000 2021,0,3,London
"RT @PioGamaPundo: @UGborn02 @davvvymoore Follow @PioGamaPundo💯
&amp;
#ASKCYBERSWARMAFRICA
LETS TAKE A MINUTE TODAY AND FAMILIARIZE OURSELVES AB…",ENDBADGOVERNANCE ENDSARS,imanekpenyong,Thu Jun 24 05:06:55 +0000 2021,0,3,"Akwa Ibom, Nigeria"
"RT @khaleejtimes: India: Defunct #CocaCola plant in #Kerala to turn into 600-bed #Covid hospital 

Local residents including farmers contri…",Harison Abdul Salam,imadharry,Thu Jun 24 05:04:05 +0000 2021,0,3,United Arab Emirates 
#CocaCola bottling plant at heart of #Kerala agitation 20 years ago will now be a 600-bed #Covid #hospital https://t.co/yJtoargEwo via @IndianExpress,NareshMinocha-Showing #mirror to #rulers for 40yrs,nmleo_a1,Thu Jun 24 04:47:11 +0000 2021,0,0,"Delhi, India"
"Guys I got good news 👀 I see this as an absolute win 🏆
#CocaCola https://t.co/y9b03HnFh3",The Chonky Toad,ChonkyToad6,Thu Jun 24 04:47:03 +0000 2021,8,0,Pasio
RT @rolandsmartin: 👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Exp…,prince marei,MareiPrince2,Thu Jun 24 04:11:12 +0000 2021,0,7,"Detroit, MI"
Do better @CocaCola. N*zis getting bottles but not trans people?! And during pride month?! #smjnews #CocaCola #transgender #LGBTQ https://t.co/fXzat38phW,Lizzy Seitz 💖💜💙🌈🏳️‍🌈,LizzySeitz,Thu Jun 24 04:07:40 +0000 2021,0,0,
RT @rolandsmartin: 👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Exp…,Paige Mims,cherenee42,Thu Jun 24 04:04:49 +0000 2021,0,7,
RT @rolandsmartin: 👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Exp…,“Never Impeached” Ninnymuggins,colormesheesh,Thu Jun 24 04:03:52 +0000 2021,0,7,#Stresscited #BidenHarris 
RT @rolandsmartin: 👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Exp…,Carlos Elie,CarlosElie6,Thu Jun 24 04:02:31 +0000 2021,0,7,
"India: Defunct #CocaCola plant in #Kerala to turn into 600-bed #Covid hospital 

Local residents including farmers contributed some money for the facility, which will feature 100 oxygen beds, 40 ICUs and have 10 ventilators.

https://t.co/ENImwuOtDi #UAE #Dubai #DXB",Shuja Ahmed Ch.,iShujaAhmedCh,Thu Jun 24 04:01:16 +0000 2021,0,0,"Dubai, UAE"
👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola. Watch live 👉🏾 https://t.co/ooowkPSqAd June 25-27 and July 2-4. #Coke #BlackLove #blackexcellence #ad https://t.co/z4Xc39HBNX,rolandsmartin,rolandsmartin,Thu Jun 24 03:58:47 +0000 2021,20,7,"Washington, D.C."
have a cup of #CocaCola today! https://t.co/gjCztAD6uA,BABABAHARO,bababaharo,Thu Jun 24 03:54:43 +0000 2021,0,0,
RT @sulkingtime: thank u #cocacola for helping me express myself https://t.co/d017rwxKst,🎰,Leosmerkz,Thu Jun 24 03:54:39 +0000 2021,0,6,
"@NKrankie Is this what @CocaCola #CocaCola meant by #BeLessWhite ?  😂😜

#Lol #thursdaymorning",Lucid,skallabard69,Thu Jun 24 03:51:10 +0000 2021,1,0,"Indiana, USA"
"RT @bsindia: #Fevicol, #Zomato, #ITC, #Parle, #Paytm and #Amul all reacted quickly to Ronaldo's press conference stunt in what has come to…",Umeash R Mundada,r_umeash,Thu Jun 24 03:46:33 +0000 2021,0,4,"Satara, India"
"I love #Ronaldo : he supported several times #Palestine and now, he denigrates this super powerful brand #CocaCola
#ronaldococacola #Ronaldo
https://t.co/bVlLG0HTuT
Thanks man !",Jean Kol,PeterJo22528173,Thu Jun 24 03:45:04 +0000 2021,0,0,
"RT @Xrizztina: Is it Coke, Is it Coffee? YES #CocaCola https://t.co/4BVU9PwcYc",big prrrrd,shawnbrielle,Thu Jun 24 03:43:58 +0000 2021,0,31,"New York, USA"
"India: Defunct #CocaCola plant in #Kerala to turn into 600-bed #Covid hospital 

Local residents including farmers contributed some money for the facility, which will feature 100 oxygen beds, 40 ICUs and have 10 ventilators.

https://t.co/3dvyb4K38Q",Khaleej Times,khaleejtimes,Thu Jun 24 03:27:52 +0000 2021,15,3,United Arab Emirates
"RT @bsindia: #Fevicol, #Zomato, #ITC, #Parle, #Paytm and #Amul all reacted quickly to Ronaldo's press conference stunt in what has come to…",Amrut Atre,AmrutAtre,Thu Jun 24 03:24:57 +0000 2021,0,4,"Pune, India"
"RT @rolandsmartin: ""Excuse me Doug E Fresh ..."": #EssenceFest throwback with @RealDougEFresh. WATCH the 2021 @Essence Festival of Culture “…",Betty A. Gray,bbttychmbrs,Thu Jun 24 03:24:36 +0000 2021,0,2,Houston Texas
"RT @bharat_rdx: Cristiano Ronaldo : A European who caused crores of damage to Coca Cola.

Rajiv Dixit Ji : The Bhartiya who destroyed the t…",Aviral Sharma,AviralS34736362,Thu Jun 24 03:23:18 +0000 2021,0,28,
"""Excuse me Doug E Fresh ..."": #EssenceFest throwback with @RealDougEFresh. WATCH the 2021 @Essence Festival of Culture “Live Loud” Virtual Experience Presented by @CocaCola on https://t.co/lleoRh6Fev June 25-27 &amp; July 2-4. #EssenceFest #Coke #cocacola #BlackLove #blackexcellence https://t.co/fijJthANVu",rolandsmartin,rolandsmartin,Thu Jun 24 03:18:13 +0000 2021,25,2,"Washington, D.C."
"RT @BupPakistan: BOYCOTT US PRODUCT PAKISTAN 
#Cocacola #USProducts #Boycottusproducts
#Palestine #likes #like #follow #likeforlikes #insta…",Waseem Akram,W_Akram1,Thu Jun 24 03:17:32 +0000 2021,0,6,In Your Dreams 
RT @Abhesive: #CocaCola owner after seeing #CristianoRonaldo reaction. https://t.co/mwrpSElqKI,सिमरन🌻(less active),_Simmyarrr_,Thu Jun 24 03:11:55 +0000 2021,0,71,"Bhilwara, India"
"RT @bsindia: #Fevicol, #Zomato, #ITC, #Parle, #Paytm and #Amul all reacted quickly to Ronaldo's press conference stunt in what has come to…",Hari Harsha,HariHar04352086,Thu Jun 24 03:11:26 +0000 2021,0,4,
"RT @bsindia: #Fevicol, #Zomato, #ITC, #Parle, #Paytm and #Amul all reacted quickly to Ronaldo's press conference stunt in what has come to…",Shivam Goyal🇮🇳,imshivmgoyal,Thu Jun 24 03:10:47 +0000 2021,0,4,India
"#Fevicol, #Zomato, #ITC, #Parle, #Paytm and #Amul all reacted quickly to Ronaldo's press conference stunt in what has come to be called 'moment marketing'

Viveat Susan Pinto reports 

#CristianoRonaldo #CocaCola #Marketing
https://t.co/CmlOvnZJMN",Business Standard,bsindia,Thu Jun 24 03:10:00 +0000 2021,19,4,India
"RT @Xrizztina: Is it Coke, Is it Coffee? YES #CocaCola https://t.co/4BVU9PwcYc",kenn,kennz0o,Thu Jun 24 03:05:54 +0000 2021,0,31,
RT @mrbhagirath: So after two decades of agitation by locals the #CocaCola has decided to shut down its plant which will turn into a covid…,Kapil Kushal,kushal_kapil,Thu Jun 24 03:04:52 +0000 2021,0,1,
"So after two decades of agitation by locals the #CocaCola has decided to shut down its plant which will turn into a covid hospital. Nothing is impossible.

#FarmerProtests 
#ERCP_जरूरी_है",Bhagirath Prasad,mrbhagirath,Thu Jun 24 02:58:53 +0000 2021,0,1,Alwar Jaipur Rajasthan
What's the #Marketing Distinguo of #CocaCola? You need this deck of cards to find out! https://t.co/c8JEUvqJyX,Gabriele Carboni | Top5 Marketing Influencer Italy,gabbariele,Thu Jun 24 02:48:14 +0000 2021,0,0,"Modena, Emilia Romagna"
@CocaCola Right next to this guy…#CocaCola is good anywhere though!! https://t.co/MKh1mXUbq6,Lynn Bull,ceresbulls,Thu Jun 24 02:17:55 +0000 2021,0,0,"Ceres, CA"
@shaymantim #CocaCola owns a worldwide water brand.  Why not be respectful of the athletes and ask them what they’d like to have sitting on the interview table?  Arrogance breeds a $4B drop in market cap.,Andrew Yarosh,AndrewYarosh,Thu Jun 24 02:13:44 +0000 2021,0,0,Silverthorne CO
"RT @IbnAdam34: MBS: My oil can change world economy.

MUSK: My one tweet can change crypto market

Cristiano:Hold my water Bottle. 
#CocaCo…",umar khan,umarkhan9857,Thu Jun 24 02:08:47 +0000 2021,0,174,
RT @rolandsmartin: 🚨 @TasiasWord and her brother on the #ESSENCEFest stage. Fam we're getting ready for the 2021 #EssenceFest of Culture “L…,Charlie Moore Jr.🐓🤙🏿🌊🇺🇸✊🏿🏳️‍🌈♏🦂,USCGamecockBoy,Thu Jun 24 02:08:39 +0000 2021,0,8,"Columbia, SC, Gamecock Country"
"How many bottles of Coke did #Ronaldo kept aside.

Both #Portugal and #France gave the right answers.

#UefaEuro2020 #UEFA #GroupF #CocaCola #FRA #POR https://t.co/pc8HTEXrfo",Indranil Ojah,IndranilOjah,Thu Jun 24 02:01:25 +0000 2021,0,0,"Assam, India"
"@Dun___Dun Yes, and Fanta supports apartheid...
.
.
.
#CocaCola
#ApartheidIsrael 
#FreePalestine ... https://t.co/JmCDnyUPnw",El Pauly...,paullombardi2,Thu Jun 24 01:32:45 +0000 2021,11,0,Phantom University...
RT @Vijay_Kumar1201: Cristiano Ronaldo has single handedly destroyed #CocaCola's career. https://t.co/VHMPKRYt5s,Ahasan Ali KHAN,AHASAN_786,Thu Jun 24 01:26:54 +0000 2021,0,202,"Rajasthan, India"
#Colombia why do the people on the #CocaCola commercial get to eat empanadas while watching the game and I am sans empanadas.,John Hayes,JohnHayes603,Thu Jun 24 01:07:57 +0000 2021,0,0,"Keene, NH"
"And #CocaCola battle in #EURO2020 
#CristianoRonaldo 
#Locatelli 
#Russia https://t.co/dos3w8ZNJ5",🇮🇹هدية⚽️,HadeerAmin,Thu Jun 24 00:24:01 +0000 2021,0,0,cairo
"RT @KnotSimple: Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8pqtYJ via @Etsy

#FreeShipping On All Items Store Wide

#Coke #Coc…",KnotSimpleBoutique,KnotSimple,Thu Jun 24 00:18:29 +0000 2021,0,1,"Raleigh, NC"
"Were the executives at #CocaCola on cocaine when they approved this?
#BLM

Coke's make-your-own label fail: 'White lives matter' is OK but 'Black Lives Matter' isn't

https://t.co/f1q5JfaogJ",12 Mile Geo,12MileGeo,Wed Jun 23 23:59:04 +0000 2021,0,0,Portland and other locations.
Water taste better anyways #CocaCola https://t.co/eu38Ybzibs,Ali 🇵🇸,_alirizvi1,Wed Jun 23 23:57:47 +0000 2021,11,3,"Dubai, United Arab Emirates"
